"V1" "V2" "V3" "V4" "V5"
"69" -0.577350269189626 0.577350269189626 0 0 0.577350269189626
"70" -0.5 0.5 0 0.5 -0.5
"71" -0.577350269189626 0.577350269189626 0 0.577350269189626 0
"72" -0.5 0.5 0 0.5 0.5
"73" -0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958 -0.447213595499958
"74" -0.5 0.5 0.5 -0.5 0
"75" -0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958 0.447213595499958
"76" -0.5 0.5 0.5 0 -0.5
"77" -0.577350269189626 0.577350269189626 0.577350269189626 0 0
"78" -0.5 0.5 0.5 0 0.5
"79" -0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958
"80" -0.5 0.5 0.5 0.5 0
"81" -0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958
"82" 0 -0.5 -0.5 -0.5 -0.5
"83" 0 -0.577350269189626 -0.577350269189626 -0.577350269189626 0
"84" 0 -0.5 -0.5 -0.5 0.5
"85" 0 -0.577350269189626 -0.577350269189626 0 -0.577350269189626
"86" 0 -0.707106781186547 -0.707106781186547 0 0
"87" 0 -0.577350269189626 -0.577350269189626 0 0.577350269189626
"88" 0 -0.5 -0.5 0.5 -0.5
"89" 0 -0.577350269189626 -0.577350269189626 0.577350269189626 0
"90" 0 -0.5 -0.5 0.5 0.5
"91" 0 -0.577350269189626 0 -0.577350269189626 -0.577350269189626
"92" 0 -0.707106781186547 0 -0.707106781186547 0
"93" 0 -0.577350269189626 0 -0.577350269189626 0.577350269189626
"94" 0 -0.707106781186547 0 0 -0.707106781186547
"95" 0 -1 0 0 0
"96" 0 -0.707106781186547 0 0 0.707106781186547
"97" 0 -0.577350269189626 0 0.577350269189626 -0.577350269189626
"98" 0 -0.707106781186547 0 0.707106781186547 0
"99" 0 -0.577350269189626 0 0.577350269189626 0.577350269189626
"100" 0 -0.5 0.5 -0.5 -0.5
"101" 0 -0.577350269189626 0.577350269189626 -0.577350269189626 0
"102" 0 -0.5 0.5 -0.5 0.5
"103" 0 -0.577350269189626 0.577350269189626 0 -0.577350269189626
"104" 0 -0.707106781186547 0.707106781186547 0 0
"105" 0 -0.577350269189626 0.577350269189626 0 0.577350269189626
"106" 0 -0.5 0.5 0.5 -0.5
"107" 0 -0.577350269189626 0.577350269189626 0.577350269189626 0
"108" 0 -0.5 0.5 0.5 0.5
"109" 0 0 -0.577350269189626 -0.577350269189626 -0.577350269189626
"110" 0 0 -0.707106781186547 -0.707106781186547 0
"111" 0 0 -0.577350269189626 -0.577350269189626 0.577350269189626
"112" 0 0 -0.707106781186547 0 -0.707106781186547
"113" 0 0 -1 0 0
"114" 0 0 -0.707106781186547 0 0.707106781186547
"115" 0 0 -0.577350269189626 0.577350269189626 -0.577350269189626
"116" 0 0 -0.707106781186547 0.707106781186547 0
"117" 0 0 -0.577350269189626 0.577350269189626 0.577350269189626
"118" 0 0 0 -0.707106781186547 -0.707106781186547
"119" 0 0 0 -1 0
"120" 0 0 0 -0.707106781186547 0.707106781186547
"121" 0 0 0 0 -1
"122" 0 0 0 0 1
"123" 0 0 0 0.707106781186547 -0.707106781186547
"124" 0 0 0 1 0
"125" 0 0 0 0.707106781186547 0.707106781186547
"126" 0 0 0.577350269189626 -0.577350269189626 -0.577350269189626
"127" 0 0 0.707106781186547 -0.707106781186547 0
"128" 0 0 0.577350269189626 -0.577350269189626 0.577350269189626
"129" 0 0 0.707106781186547 0 -0.707106781186547
"130" 0 0 1 0 0
"131" 0 0 0.707106781186547 0 0.707106781186547
"132" 0 0 0.577350269189626 0.577350269189626 -0.577350269189626
"133" 0 0 0.707106781186547 0.707106781186547 0
"134" 0 0 0.577350269189626 0.577350269189626 0.577350269189626
"135" 0 0.5 -0.5 -0.5 -0.5
"136" 0 0.577350269189626 -0.577350269189626 -0.577350269189626 0
"137" 0 0.5 -0.5 -0.5 0.5
"138" 0 0.577350269189626 -0.577350269189626 0 -0.577350269189626
"139" 0 0.707106781186547 -0.707106781186547 0 0
"140" 0 0.577350269189626 -0.577350269189626 0 0.577350269189626
"141" 0 0.5 -0.5 0.5 -0.5
"142" 0 0.577350269189626 -0.577350269189626 0.577350269189626 0
"143" 0 0.5 -0.5 0.5 0.5
"144" 0 0.577350269189626 0 -0.577350269189626 -0.577350269189626
"145" 0 0.707106781186547 0 -0.707106781186547 0
"146" 0 0.577350269189626 0 -0.577350269189626 0.577350269189626
"147" 0 0.707106781186547 0 0 -0.707106781186547
"148" 0 1 0 0 0
"149" 0 0.707106781186547 0 0 0.707106781186547
"150" 0 0.577350269189626 0 0.577350269189626 -0.577350269189626
"151" 0 0.707106781186547 0 0.707106781186547 0
"152" 0 0.577350269189626 0 0.577350269189626 0.577350269189626
"153" 0 0.5 0.5 -0.5 -0.5
"154" 0 0.577350269189626 0.577350269189626 -0.577350269189626 0
"155" 0 0.5 0.5 -0.5 0.5
"156" 0 0.577350269189626 0.577350269189626 0 -0.577350269189626
"157" 0 0.707106781186547 0.707106781186547 0 0
"158" 0 0.577350269189626 0.577350269189626 0 0.577350269189626
"159" 0 0.5 0.5 0.5 -0.5
"160" 0 0.577350269189626 0.577350269189626 0.577350269189626 0
"161" 0 0.5 0.5 0.5 0.5
"162" 0.447213595499958 -0.447213595499958 -0.447213595499958 -0.447213595499958 -0.447213595499958
"163" 0.5 -0.5 -0.5 -0.5 0
"164" 0.447213595499958 -0.447213595499958 -0.447213595499958 -0.447213595499958 0.447213595499958
"165" 0.5 -0.5 -0.5 0 -0.5
"166" 0.577350269189626 -0.577350269189626 -0.577350269189626 0 0
"167" 0.5 -0.5 -0.5 0 0.5
"168" 0.447213595499958 -0.447213595499958 -0.447213595499958 0.447213595499958 -0.447213595499958
"169" 0.5 -0.5 -0.5 0.5 0
"170" 0.447213595499958 -0.447213595499958 -0.447213595499958 0.447213595499958 0.447213595499958
"171" 0.5 -0.5 0 -0.5 -0.5
"172" 0.577350269189626 -0.577350269189626 0 -0.577350269189626 0
"173" 0.5 -0.5 0 -0.5 0.5
"174" 0.577350269189626 -0.577350269189626 0 0 -0.577350269189626
"175" 0.707106781186547 -0.707106781186547 0 0 0
"176" 0.577350269189626 -0.577350269189626 0 0 0.577350269189626
"177" 0.5 -0.5 0 0.5 -0.5
"178" 0.577350269189626 -0.577350269189626 0 0.577350269189626 0
"179" 0.5 -0.5 0 0.5 0.5
"180" 0.447213595499958 -0.447213595499958 0.447213595499958 -0.447213595499958 -0.447213595499958
"181" 0.5 -0.5 0.5 -0.5 0
"182" 0.447213595499958 -0.447213595499958 0.447213595499958 -0.447213595499958 0.447213595499958
"183" 0.5 -0.5 0.5 0 -0.5
"184" 0.577350269189626 -0.577350269189626 0.577350269189626 0 0
"185" 0.5 -0.5 0.5 0 0.5
"186" 0.447213595499958 -0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958
"187" 0.5 -0.5 0.5 0.5 0
"188" 0.447213595499958 -0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958
"189" 0.5 0 -0.5 -0.5 -0.5
"190" 0.577350269189626 0 -0.577350269189626 -0.577350269189626 0
"191" 0.5 0 -0.5 -0.5 0.5
"192" 0.577350269189626 0 -0.577350269189626 0 -0.577350269189626
"193" 0.707106781186547 0 -0.707106781186547 0 0
"194" 0.577350269189626 0 -0.577350269189626 0 0.577350269189626
"195" 0.5 0 -0.5 0.5 -0.5
"196" 0.577350269189626 0 -0.577350269189626 0.577350269189626 0
"197" 0.5 0 -0.5 0.5 0.5
"198" 0.577350269189626 0 0 -0.577350269189626 -0.577350269189626
"199" 0.707106781186547 0 0 -0.707106781186547 0
"200" 0.577350269189626 0 0 -0.577350269189626 0.577350269189626
"201" 0.707106781186547 0 0 0 -0.707106781186547
"202" 1 0 0 0 0
"203" 0.707106781186547 0 0 0 0.707106781186547
"204" 0.577350269189626 0 0 0.577350269189626 -0.577350269189626
"205" 0.707106781186547 0 0 0.707106781186547 0
"206" 0.577350269189626 0 0 0.577350269189626 0.577350269189626
"207" 0.5 0 0.5 -0.5 -0.5
"208" 0.577350269189626 0 0.577350269189626 -0.577350269189626 0
"209" 0.5 0 0.5 -0.5 0.5
"210" 0.577350269189626 0 0.577350269189626 0 -0.577350269189626
"211" 0.707106781186547 0 0.707106781186547 0 0
"212" 0.577350269189626 0 0.577350269189626 0 0.577350269189626
"213" 0.5 0 0.5 0.5 -0.5
"214" 0.577350269189626 0 0.577350269189626 0.577350269189626 0
"215" 0.5 0 0.5 0.5 0.5
"216" 0.447213595499958 0.447213595499958 -0.447213595499958 -0.447213595499958 -0.447213595499958
"217" 0.5 0.5 -0.5 -0.5 0
"218" 0.447213595499958 0.447213595499958 -0.447213595499958 -0.447213595499958 0.447213595499958
"219" 0.5 0.5 -0.5 0 -0.5
"220" 0.577350269189626 0.577350269189626 -0.577350269189626 0 0
"221" 0.5 0.5 -0.5 0 0.5
"222" 0.447213595499958 0.447213595499958 -0.447213595499958 0.447213595499958 -0.447213595499958
"223" 0.5 0.5 -0.5 0.5 0
"224" 0.447213595499958 0.447213595499958 -0.447213595499958 0.447213595499958 0.447213595499958
"225" 0.5 0.5 0 -0.5 -0.5
"226" 0.577350269189626 0.577350269189626 0 -0.577350269189626 0
"227" 0.5 0.5 0 -0.5 0.5
"228" 0.577350269189626 0.577350269189626 0 0 -0.577350269189626
"229" 0.707106781186547 0.707106781186547 0 0 0
"230" 0.577350269189626 0.577350269189626 0 0 0.577350269189626
"231" 0.5 0.5 0 0.5 -0.5
"232" 0.577350269189626 0.577350269189626 0 0.577350269189626 0
"233" 0.5 0.5 0 0.5 0.5
"234" 0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958 -0.447213595499958
"235" 0.5 0.5 0.5 -0.5 0
"236" 0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958 0.447213595499958
"237" 0.5 0.5 0.5 0 -0.5
"238" 0.577350269189626 0.577350269189626 0.577350269189626 0 0
"239" 0.5 0.5 0.5 0 0.5
"240" 0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958 -0.447213595499958
"241" 0.5 0.5 0.5 0.5 0
"242" 0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958 0.447213595499958
"243" 0.475857534202055 0.180506323118293 -0.394553029736395 -0.458927288562812 -0.612119861624887
"244" 0.403676235734213 0.10610435001584 -0.575488673292006 -0.656097225231512 -0.253252011970862
"245" 0.246260469000288 0.00929890835678579 -0.63491240527328 -0.714735107810509 0.159088890260537
"246" 0.358656644043197 0.0725338516287459 -0.622618548128467 -0.10043400486579 -0.684370810485506
"247" 0.265936751659219 -0.0267590334933238 -0.874089282488711 -0.281094436786106 -0.292430234568383
"248" 0.101959321430396 -0.11888185720062 -0.891348499493404 -0.386435841372704 0.177866786543783
"249" 0.165726975127972 -0.0507538247888857 -0.719220888397587 0.279265478856852 -0.612119861624887
"250" 0.0569397297393807 -0.152452355587714 -0.938478374329865 0.169227378993019 -0.253252011970862
"251" -0.0638700900737947 -0.221961239550393 -0.959580263934471 0.0234576596091559 0.159088890260537
"252" 0.473487333535399 -0.174508724653373 -0.117154699104579 -0.513096306978055 -0.684370810485506
"253" 0.398531810638324 -0.312019229328884 -0.290429903889578 -0.75759581920396 -0.292430234568383
"254" 0.216790010922598 -0.365924433482739 -0.385884650469516 -0.799098143484969 0.177866786543783
"255" 0.346547663875094 -0.350783101890122 -0.344850795736986 -0.115971199490112 -0.790243343318659
"256" 0.242920056491816 -0.564971150749634 -0.61237501439226 -0.34426896983049 -0.358152430027466
"257" 0.0501391272535809 -0.571810923929637 -0.655153415256709 -0.4462176740821 0.205382874181893
"258" 0.126750827540567 -0.433065430256927 -0.480144400142438 0.312228297246476 -0.684370810485506
"259" -0.00184501950964892 -0.610574796490874 -0.709574307104118 0.195406945631748 -0.292430234568383
"260" -0.129946495072234 -0.624481139086293 -0.748874351507375 0.0262264607395618 0.177866786543783
"261" 0.371142357214159 -0.492677019911683 0.184980332871297 -0.458927288562812 -0.612119861624887
"262" 0.286601108723784 -0.646537508151953 0.0724493237179114 -0.656097225231512 -0.253252011970862
"263" 0.141545292012392 -0.66388443467319 -0.0553790426655873 -0.714735107810509 0.159088890260537
"264" 0.241581517032768 -0.680108006539047 0.0253194488814504 -0.10043400486579 -0.684370810485506
"265" 0.130750039469457 -0.895834992326434 -0.125914928504985 -0.281094436786106 -0.292430234568383
"266" -0.0151158055800328 -0.871523715368413 -0.243410502483487 -0.386435841372704 0.177866786543783
"267" 0.0610117981400754 -0.723937167818862 -0.139687525789894 0.279265478856852 -0.612119861624887
"268" -0.0601353972710484 -0.905094213755507 -0.290540377319948 0.169227378993019 -0.253252011970862
"269" -0.168585267061691 -0.895144582580369 -0.380046901326779 0.0234576596091559 0.159088890260537
"270" 0.14176254867188 0.438380670751013 -0.236842861042587 -0.513096306978055 -0.684370810485506
"271" 0.0154890229626783 0.395684485511494 -0.428633888917019 -0.75759581920396 -0.292430234568383
"272" -0.11493477394092 0.246964961921647 -0.505572812407524 -0.799098143484969 0.177866786543783
"273" -0.0364951238005516 0.356920612950257 -0.483054780764427 -0.115971199490112 -0.790243343318659
"274" -0.226209633237469 0.301785344465895 -0.781639636260499 -0.34426896983049 -0.358152430027466
"275" -0.332903660422065 0.135892790910742 -0.79335740028415 -0.4462176740821 0.205382874181893
"276" -0.204973957322952 0.179823965147458 -0.599832562080446 0.312228297246476 -0.684370810485506
"277" -0.384887807185295 0.0971289183495045 -0.847778292131559 0.195406945631748 -0.292430234568383
"278" -0.461671279935752 -0.0115917436819076 -0.868562513445383 0.0262264607395618 0.177866786543783
"279" 0.0960999351785541 0.0716604171146963 0.100604597834705 -0.592472581907966 -0.790243343318659
"280" -0.0638145147809439 -0.0475856173958681 -0.0668058056816093 -0.927861594157759 -0.358152430027466
"281" -0.200308601442959 -0.149367404924819 -0.209698021685018 -0.922719056499954 0.205382874181893
"282" -0.127481831922877 -0.0950614715105206 -0.133457513868279 -0.142035131804645 -0.96784648188087
"283" -0.436983858274301 -0.325852931098688 -0.457467377478053 -0.486869846238493 -0.506504023941723
"284" -0.490506666986762 -0.365764162988269 -0.513499055704435 -0.546502807856335 0.251541621825938
"285" -0.304276894969419 -0.226895150047293 -0.318539805379834 0.360530182927743 -0.790243343318659
"286" -0.554173984128695 -0.413240017102922 -0.580150763891105 0.239323654496779 -0.358152430027466
"287" -0.600685431590933 -0.447922972086808 -0.628842424899557 0.0302837083357543 0.205382874181893
"288" 0.0246874216614512 -0.31426118741678 0.411095135967331 -0.513096306978055 -0.684370810485506
"289" -0.119697689227083 -0.473391473321617 0.319540465066707 -0.75759581920396 -0.292430234568383
"290" -0.23200990095135 -0.505676896246146 0.142365184602394 -0.799098143484969 0.177866786543783
"291" -0.171681835990313 -0.512155345882854 0.265119573219299 -0.115971199490112 -0.790243343318659
"292" -0.39177886567217 -0.762610978964685 0.134683066687785 -0.34426896983049 -0.358152430027466
"293" -0.468090372611827 -0.733183167922369 -0.0451830463004244 -0.4462176740821 0.205382874181893
"294" -0.322049084333381 -0.572817893020334 0.0481054349294715 0.312228297246476 -0.684370810485506
"295" -0.520074519375057 -0.771947040483606 -0.0996039381478327 0.195406945631748 -0.292430234568383
"296" -0.578746406946182 -0.7642336018497 -0.220624516435466 0.0262264607395618 0.177866786543783
"297" -0.222264977806898 0.603692860738681 -0.0291243600850139 -0.458927288562812 -0.612119861624887
"298" -0.376848461003253 0.579241282656819 -0.166927000158105 -0.656097225231512 -0.253252011970862
"299" -0.451862043008664 0.432485445977173 -0.269483735621899 -0.714735107810509 0.159088890260537
"300" -0.421868052694268 0.545670784269725 -0.214056874994566 -0.10043400486579 -0.684370810485506
"301" -0.635335535881835 0.519572437354322 -0.402322898559867 -0.281094436786106 -0.292430234568383
"302" -0.678565375307069 0.354255075440359 -0.482786826359503 -0.386435841372704 0.177866786543783
"303" -0.532395536880981 0.372432712831502 -0.353792218746206 0.279265478856852 -0.612119861624887
"304" -0.723584966998085 0.320684577053265 -0.529916701195964 0.169227378993019 -0.253252011970862
"305" -0.761992602082747 0.201225298069994 -0.59415159428309 0.0234576596091559 0.159088890260537
"306" -0.307037363202067 0.298628207987606 0.291406974029323 -0.513096306978055 -0.684370810485506
"307" -0.502740476902729 0.234312241518762 0.181336480039266 -0.75759581920396 -0.292430234568383
"308" -0.563734685814868 0.10721249915824 0.0226770226643855 -0.799098143484969 0.177866786543783
"309" -0.554724623665959 0.195548368957525 0.126915588191858 -0.115971199490112 -0.790243343318659
"310" -0.860908555401455 0.104145516250844 -0.0345815551804537 -0.34426896983049 -0.358152430027466
"311" -0.851133160287473 -0.0254794530819903 -0.183387031327865 -0.4462176740821 0.205382874181893
"312" -0.653773869196899 0.0400715023840516 -0.0715827270085366 0.312228297246476 -0.684370810485506
"313" -0.903117307050703 -0.0642433256432276 -0.237807923175274 0.195406945631748 -0.292430234568383
"314" -0.9104711918097 -0.151344206445314 -0.340312678373474 0.0262264607395618 0.177866786543783
"315" -0.326980154794794 -0.0694904822912952 0.550409002522679 -0.458927288562812 -0.612119861624887
"316" -0.493923588013682 -0.173400575510974 0.481010996851813 -0.656097225231512 -0.253252011970862
"317" -0.556577219996561 -0.240697897052803 0.310049626985794 -0.714735107810509 0.159088890260537
"318" -0.538943179704698 -0.206971073898068 0.433881122015352 -0.10043400486579 -0.684370810485506
"319" -0.770522248071597 -0.349503521478788 0.345851455423859 -0.281094436786106 -0.292430234568383
"320" -0.795640502317498 -0.398386782727434 0.165151170650415 -0.386435841372704 0.177866786543783
"321" -0.637110713868877 -0.300750630198474 0.225741143861487 0.279265478856852 -0.612119861624887
"322" -0.840660094008514 -0.431957281114528 0.118021295813954 0.169227378993019 -0.253252011970862
"323" -0.866707779070644 -0.471958044959982 -0.0146182316753976 0.0234576596091559 0.159088890260537
"324" 0.750516826177764 0.364738669979867 -0.212390008870511 -0.269661383858808 -0.431118798514644
"325" 0.718417914939394 0.310650027573727 -0.400398167349015 -0.476501382417854 0
"326" 0.493819503564963 0.173322961150501 -0.481119960235449 -0.555663220365722 0.431118798514644
"327" 0.666433768176164 0.27188615501249 -0.454819059196423 0.165123237295994 -0.497813108750276
"328" 0.634698922163986 0.197639828215051 -0.747058081080045 0 0
"329" 0.370025231554651 0.0508583329729747 -0.765121678716146 -0.165123237295994 0.497813108750276
"330" 0.403780320182932 0.106181964376313 -0.575379709908371 0.555663220365722 -0.431118798514644
"331" 0.318041084791421 0.0120944604117373 -0.819542570563555 0.476501382417854 0
"332" 0.147082997570131 -0.0852337444530532 -0.844109661273308 0.269661383858808 0.431118798514644
"333" 0.79902882715527 -0.0133740408230709 0.128840319402709 -0.31137814512186 -0.497813108750276
"334" 0.797094040620511 -0.151731133646712 -0.0322242505011556 -0.583592624327269 0
"335" 0.502620290533757 -0.234401862862586 -0.181462300117014 -0.641624619713848 0.497813108750276
"336" 0.733426723478578 -0.199206987761365 -0.0988759586878253 0.202233838025845 -0.609694051853404
"337" 0.780524696737466 -0.473136932640979 -0.408561673133902 0 0
"338" 0.370401888414693 -0.469909679239113 -0.478917500523982 -0.202233838025845 0.609694051853404
"339" 0.398651997007297 -0.31192960798506 -0.29030408381183 0.641624619713848 -0.497813108750276
"340" 0.30673457127276 -0.517385533353766 -0.545569208710651 0.583592624327269 0
"341" 0.102243460385783 -0.532957430024575 -0.600606703331553 0.31137814512186 0.497813108750276
"342" 0.633441699167335 -0.387903188187926 0.435547988139406 -0.269661383858808 -0.431118798514644
"343" 0.583231202749633 -0.558425931259384 0.347776186634711 -0.476501382417854 0
"344" 0.376744376554534 -0.579318897017292 0.166818036774469 -0.555663220365722 0.431118798514644
"345" 0.531247055986403 -0.597189803820621 0.293355294787303 0.165123237295994 -0.497813108750276
"346" 0.469129689729285 -0.866756495215529 0.169264621868238 0 0
"347" 0.234838519364889 -0.818217625860136 -0.0169473247324205 -0.165123237295994 0.497813108750276
"348" 0.286705193172503 -0.64645989379148 0.0725582871015471 0.555663220365722 -0.431118798514644
"349" 0.182854372601659 -0.856981498421373 -0.0713682165798288 0.476501382417854 0
"350" 0.0300078705597019 -0.837875602620846 -0.19617166426339 0.269661383858808 0.431118798514644
"351" 0.415986039479624 0.694329674017308 -0.0093636656247317 -0.31137814512186 -0.497813108750276
"352" 0.327964350891226 0.715025361568817 -0.201488872369394 -0.583592624327269 0
"353" 0.119577502858111 0.473301851977793 -0.319666285144455 -0.641624619713848 0.497813108750276
"354" 0.264297033749293 0.667549507454164 -0.268140580556064 0.202233838025845 -0.609694051853404
"355" 0.117075127010429 0.752641858167793 -0.647937997009918 0 0
"356" -0.0987278013145916 0.396846815976416 -0.64818212239222 -0.202233838025845 0.609694051853404
"357" 0.015609209331651 0.395774106855318 -0.428508068839271 0.641624619713848 -0.497813108750276
"358" -0.162395118456525 0.349370961861763 -0.714833830578889 0.583592624327269 0
"359" -0.280799327289862 0.174746284815803 -0.738810688358994 0.31137814512186 0.497813108750276
"360" 0.426692152205818 0.318178545592401 0.446693250022826 -0.381358786301424 -0.609694051853404
"361" 0.346736505994832 0.258556705603554 0.362989701037859 -0.825324604224531 0
"362" 0.0636673171419334 0.0474758541146525 0.0666517081866697 -0.785826462353114 0.609694051853404
"363" 0.256697322612801 0.191415708829366 0.268729951364937 0.286001836506914 -0.862237597029289
"364" -0.256697322612801 -0.191415708829366 -0.268729951364937 -0.286001836506914 0.862237597029289
"365" -0.0636673171419334 -0.0474758541146525 -0.0666517081866697 0.785826462353114 -0.609694051853404
"366" -0.346736505994832 -0.258556705603554 -0.362989701037859 0.825324604224531 0
"367" -0.426692152205818 -0.318178545592401 -0.446693250022826 0.381358786301424 0.609694051853404
"368" 0.280799327289862 -0.174746284815803 0.738810688358994 -0.31137814512186 -0.497813108750276
"369" 0.162395118456525 -0.349370961861763 0.714833830578889 -0.583592624327269 0
"370" -0.015609209331651 -0.395774106855318 0.428508068839271 -0.641624619713848 0.497813108750276
"371" 0.0987278013145916 -0.396846815976416 0.64818212239222 0.202233838025845 -0.609694051853404
"372" -0.117075127010429 -0.752641858167793 0.647937997009918 0 0
"373" -0.264297033749293 -0.667549507454164 0.268140580556064 -0.202233838025845 0.609694051853404
"374" -0.119577502858111 -0.473301851977793 0.319666285144455 0.641624619713848 -0.497813108750276
"375" -0.327964350891226 -0.715025361568817 0.201488872369394 0.583592624327269 0
"376" -0.415986039479624 -0.694329674017308 0.0093636656247317 0.31137814512186 0.497813108750276
"377" -0.0300078705597019 0.837875602620846 0.19617166426339 -0.269661383858808 -0.431118798514644
"378" -0.182854372601659 0.856981498421373 0.0713682165798288 -0.476501382417854 0
"379" -0.286705193172503 0.64645989379148 -0.0725582871015471 -0.555663220365722 0.431118798514644
"380" -0.234838519364889 0.818217625860136 0.0169473247324205 0.165123237295994 -0.497813108750276
"381" -0.469129689729285 0.866756495215529 -0.169264621868238 0 0
"382" -0.531247055986403 0.597189803820621 -0.293355294787303 -0.165123237295994 0.497813108750276
"383" -0.376744376554534 0.579318897017292 -0.166818036774469 0.555663220365722 -0.431118798514644
"384" -0.583231202749633 0.558425931259384 -0.347776186634711 0.476501382417854 0
"385" -0.633441699167335 0.387903188187926 -0.435547988139406 0.269661383858808 0.431118798514644
"386" -0.102243460385783 0.532957430024575 0.600606703331553 -0.31137814512186 -0.497813108750276
"387" -0.30673457127276 0.517385533353766 0.545569208710651 -0.583592624327269 0
"388" -0.398651997007297 0.31192960798506 0.29030408381183 -0.641624619713848 0.497813108750276
"389" -0.370401888414693 0.469909679239113 0.478917500523982 0.202233838025845 -0.609694051853404
